belief,plausibility
0.0,1.0
0.1594541131835286,1.0
0.29969734666620695,1.0
0.2884297092096667,0.8708515945395052
0.39090245726507444,0.8766463670854903
0.37204072776281666,0.7793964079175529
0.3582935542764557,0.7067385267222858
0.3406129745532216,0.6369230940614277
0.32695851611530424,0.5830056355552352
0.31696107558511843,0.5416857637257853
0.308834458642887,0.508098090016082
0.2988983348289491,0.47522581930169283
0.33667216474957545,0.4930754425265066
0.3749868081768631,0.5133898701232615
0.36735721444604486,0.49280194567425917
0.393094907454356,0.5064185981325948
0.38376916596780863,0.4867906009860369
0.37579195843925906,0.47000087902840615
0.36370757196846637,0.4490867974767184
0.35732538895337423,0.4360682785272345
0.3518799645755136,0.42484474285737606
0.34190347153108575,0.4087617138933538
0.36165526050278674,0.42328512324041767
0.3570890894057282,0.4147078605564316
0.3530086324678056,0.4070429811020019
0.3493446915908663,0.4001605006403417
0.36474753741325006,0.41215127507503624
0.36140825374096863,0.40618864989773396
0.35837642909423917,0.400775023579667
0.3556141432719556,0.39584268580687754
0.36836535960231426,0.40622212078686637
0.3800673480826068,0.41577796509409726
0.3759499703564946,0.4098582957708845
0.3734908017897825,0.4058659373880782
0.36983897827756035,0.4006846038819748
0.36764328857577594,0.3971778065215382
0.3781535963502936,0.40620491610438947
0.37611929126171545,0.4030484117987726
0.37422809793191864,0.40011396508191854
0.38217544259833663,0.40692324841775396
0.3903657131636207,0.41403138129890504
0.3886148003833616,0.41143699376720844
0.38358576526498517,0.40542563872936854
0.38072644302784847,0.40175918830241464
0.37919214492635267,0.3995330813106778
0.3860863759630636,0.4056511005834803
0.3834976607372568,0.4023955387480297
0.38209874071062716,0.4004213393981897
0.37972601808802636,0.397457008163021
