belief,plausibility
0.0,1.0
0.1594541131835286,1.0
0.2831989577236079,1.0
0.27231040965860276,0.8679259779685158
0.25982799113406646,0.7560711301166916
0.33238486148531926,0.7609314656725894
0.3152158387856754,0.6761905438756166
0.3658001249515064,0.6824536976155682
0.3510259800503496,0.6245665499491498
0.33685475033636963,0.5745074635264559
0.32081214455210083,0.5267842156039493
0.30631738844426143,0.5481647883088168
0.2951284814862514,0.5139768440682662
0.28633119851828776,0.486595055834411
0.27899275031623855,0.46375393143664245
0.2727923792744793,0.4444551038946567
0.2930785776996,0.4539365143088915
0.32433510900659424,0.4728259469698449
0.3164745949444719,0.45540357215089566
0.31092632727295155,0.44213717737760017
0.30154042446284446,0.4589773281632533
0.2934981806252841,0.4734066911792083
0.3164631557622933,0.48782056947245556
0.30901138354561064,0.4998808816474005
0.30490705225673786,0.4903204739409618
0.3012347778111387,0.4817664761179674
0.2949022829260908,0.4692533242232588
0.30466971319121633,0.47496758248887794
0.3015285725079619,0.468080605752915
0.29645394733370783,0.458391291264966
0.2937377590279387,0.452526054049601
0.29125751590474125,0.4471703081911743
0.28898565157559625,0.4422645278433026
0.28689862836913227,0.4377578866233679
0.28497623491064383,0.43360674083154216
0.2832010250389958,0.4297734178685655
0.2900720858143816,0.43440247896618545
0.28659201084823643,0.42821561062182145
0.2825774792239501,0.436225068061469
0.2780786337511395,0.4452007879496971
0.27433278978189946,0.4526741822718857
0.27994998665876847,0.4563621871302751
0.27855201306294985,0.453400002365579
0.2772437534524457,0.4506279137523934
0.27601746320912435,0.4480295111168022
0.27486623652995573,0.4455901616613156
0.27965501375479135,0.4488403409309558
0.2785737861589777,0.4465967961337798
0.28768773499732603,0.45322231968589033
