belief,plausibility
0.0,1.0
0.0,0.8405458868164715
0.0,0.700302653333793
0.0,0.5824218853298385
0.0,0.4948663922613319
0.0,0.4266422254647291
0.0,0.3722905463290658
0.0,0.32819200888758004
0.08389220723539073,0.3637120371331698
0.14880091599331968,0.3911944368034669
0.14657246278077282,0.36385519925792875
0.20488169556662883,0.3941004227036352
0.24683137052779297,0.4146781975126338
0.28136763729921527,0.43161943772543054
0.2775717703432181,0.41470887619782537
0.2742900857943301,0.40008899380429597
0.2714309219630396,0.38735143834014796
0.2689226549060091,0.3761771256239015
0.2667085656985556,0.36631337323102753
0.25725959602859527,0.38876366724733225
0.25006764459521713,0.37271939826120093
0.27006057594641375,0.3855931883042405
0.268151573584098,0.3787071755797373
0.28500416798551564,0.38984694769333095
0.3068657171972039,0.4056638246129127
0.30030065719542554,0.3939969270373368
0.31344854339937356,0.4030386879028617
0.31158652804650094,0.39816213210051377
0.3229900811286376,0.4061528171342177
0.3212570527873818,0.40188904923333846
0.33123864312348145,0.40900099944617074
0.32962584789002725,0.40524221689061435
0.32813831419326384,0.40177536902659794
0.33670277816210437,0.4080552072385536
0.34454180290140035,0.4138031217935566
0.3431448006078819,0.4108225254364246
0.34184625594153234,0.40805199490827027
0.3406369253489203,0.4054718084793497
0.34730729938417837,0.41053170878985223
0.34084443475934056,0.42150082396100097
0.3518712014874628,0.4303829941642624
0.35755184116885846,0.4346301695046626
0.35645999583220644,0.4325048811315457
0.3554343553497228,0.4305084611998504
0.35446956624379805,0.42863048910939017
0.35022424702316446,0.4228332847791453
0.35505507252272966,0.4265691330175976
0.35958073152088726,0.4300689852059295
0.3638273867862149,0.4333530739385316
