belief,plausibility
0.0,1.0
0.0,0.8405458868164715
0.14410450754619267,0.8444071608799857
0.13868665061503935,0.7211085359448778
0.24787823473971163,0.7336221445601274
0.3391196633590404,0.7464753435137768
0.3265889469698253,0.6750339194156554
0.31047288279644725,0.6067830023046534
0.2980266773052877,0.5540737967452187
0.28891388826351905,0.5136385764041859
0.28150637775178194,0.480770009124977
0.2724494796451195,0.4487769641178633
0.3111229386197721,0.46752621639670333
0.2986550391718124,0.43705810111821075
0.2925785144385268,0.4180232456667412
0.32032377739038226,0.4336474680686211
0.3127244504001594,0.41574588541838764
0.306224011956121,0.40043293254526824
0.296376730171584,0.41971328167347843
0.2911760396191926,0.407210196462804
0.2867386916069634,0.39642644063627586
0.2786090825062119,0.4135389449644402
0.2717652196371592,0.39979456447359585
0.268333978268327,0.3915138878543216
0.2652677259638179,0.3841140459203263
0.2625144639325269,0.3774695490521255
0.25726680730734636,0.3675276787452213
0.2549115156029693,0.36197358503513455
0.2527730834898661,0.356930875324587
0.25082476477218796,0.35233647849680105
0.24651559019768018,0.3446026764409774
0.24254834136322398,0.33751997886859786
0.2399207461665502,0.33244810057768726
0.23835137363297768,0.3289620987150894
0.23602088210217617,0.32453269603271806
0.23461965440397262,0.3214780034250432
0.24712195738996204,0.331638698375761
0.24579254664186986,0.32888332852351265
0.2445566588915672,0.326321796767557
0.25397589908079365,0.33396869217096925
0.25093195167523474,0.329180485847406
0.2498064430909822,0.3269666812210532
0.2602016215213951,0.33567635515173677
0.2582620284761704,0.33252982932996245
0.25722125248796185,0.33058271129731776
0.25460048433052407,0.3266455174725005
0.2528933840770117,0.3239196893149424
0.2519708813975759,0.32223175360793055
0.25040621512985467,0.3197529570769886
