belief,plausibility
0.0,1.0
0.1594541131835286,1.0
0.1555928391200143,0.8558954924538074
0.14974305859462736,0.7321649439244658
0.2584385516588729,0.7441824614792887
0.34917042645605145,0.7565261066107878
0.3362683271142339,0.6847132995600638
0.40396151643907213,0.7002716359472781
0.45623999681895633,0.7122871162588873
0.4422895045978541,0.6670141927385209
0.43094957153256885,0.6302132029057639
0.46578286040621064,0.6421103448789542
0.44993976280608955,0.6063430405830207
0.43190893632575417,0.5703119982721525
0.42312118795429376,0.5485659191825081
0.41176173159401463,0.5250854222722535
0.43333080983578565,0.5363522448540139
0.45178092595602487,0.545989846545172
0.4752102792595129,0.5605895047677649
0.48955720033280176,0.568300089906662
0.4820966425458003,0.5550614208276627
0.46842824910117137,0.5352864914634394
0.45692159371147356,0.5185514564491045
0.451152613130556,0.5087713842812595
0.4459972923298725,0.5000316409640688
0.4413682052195999,0.4921840142690753
0.43254526742193256,0.47994900508371874
0.4285852918199912,0.4733656879767566
0.4249899244272562,0.46738851891268396
0.4217141965959761,0.4619427391308979
0.4333298126620779,0.4711865738466299
0.4263561068902028,0.46206672390169323
0.4339859827307684,0.4678943081451582
0.43114718828662163,0.4635223238849172
0.43792213346131903,0.4687677590657334
0.4353222422245905,0.4648567601703527
0.44481907481911315,0.472870394573209
0.4424261378851935,0.4693552584222507
0.44020154217756724,0.4660874093275672
0.4352048313840445,0.4599526372034618
0.4299888222187151,0.4536544903539995
0.42806018735452633,0.45088238073837306
0.4361485973885757,0.457988470852959
0.44099598399883766,0.46202872927340377
0.43921880431140736,0.45955974069573235
0.43474370497434495,0.4543084295947616
0.43906942214987893,0.4579673001606518
0.43746778784904555,0.45579038653660797
0.44143878069852543,0.45916977077351995
