numActors,numObservers,numNorms,flatness,lifetime,sanctionRate,probIgnorance,propMissing,sensorReliability,masterSeed,ff,fp,fo,pf,pp,po,of,op,oo,sizeFocalSet
100,1,5,0.1,500,0.1,0.1,0.9,0.99,3606583550409695621,3,0,0,1,0,0,0,1,0,44
100,1,5,0.1,500,0.1,0.9,0.1,0.5,3606583550409695621,3,0,0,0,1,0,0,1,0,106
100,1,5,0.1,500,0.1,0.9,0.1,0.99,3606583550409695621,3,0,0,1,0,0,0,1,0,107
100,1,5,0.1,500,0.1,0.9,0.9,0.5,3606583550409695621,0,3,0,0,1,0,0,1,0,72
100,1,5,0.1,500,0.1,0.9,0.9,0.99,3606583550409695621,2,1,0,0,1,0,0,1,0,65
100,1,5,0.1,500,1.0,0.1,0.1,0.5,3606583550409695621,3,0,0,0,1,0,0,0,1,13
100,1,5,0.1,500,1.0,0.1,0.1,0.99,3606583550409695621,3,0,0,0,1,0,0,0,1,12
100,1,5,0.1,500,1.0,0.1,0.9,0.5,3606583550409695621,3,0,0,0,1,0,0,0,1,11
100,1,5,0.1,500,1.0,0.1,0.9,0.99,3606583550409695621,3,0,0,0,1,0,0,0,1,12
100,1,5,0.1,500,1.0,0.9,0.1,0.5,3606583550409695621,3,0,0,0,1,0,0,0,1,30
100,1,5,0.1,500,1.0,0.9,0.1,0.99,3606583550409695621,3,0,0,0,1,0,0,0,1,28
100,1,5,0.1,500,1.0,0.9,0.9,0.5,3606583550409695621,2,1,0,0,1,0,0,0,1,28
100,1,5,0.1,500,1.0,0.9,0.9,0.99,3606583550409695621,3,0,0,0,1,0,0,0,1,30
100,1,5,3.0,25,0.1,0.1,0.1,0.5,3606583550409695621,3,0,0,0,1,0,0,0,1,6
100,1,5,3.0,25,0.1,0.1,0.1,0.99,3606583550409695621,3,0,0,0,1,0,0,0,1,7
100,1,5,3.0,25,0.1,0.1,0.9,0.5,3606583550409695621,3,0,0,0,1,0,0,1,0,8
100,1,5,3.0,25,0.1,0.1,0.9,0.99,3606583550409695621,3,0,0,1,0,0,0,0,1,5
100,1,5,3.0,25,0.1,0.9,0.1,0.5,3606583550409695621,3,0,0,0,1,0,0,1,0,12
100,1,5,3.0,25,0.1,0.9,0.1,0.99,3606583550409695621,3,0,0,0,1,0,0,0,1,13
100,1,5,3.0,25,0.1,0.9,0.9,0.5,3606583550409695621,1,2,0,0,1,0,0,1,0,11
100,1,5,3.0,25,0.1,0.9,0.9,0.99,3606583550409695621,2,1,0,0,1,0,0,1,0,15
100,1,5,3.0,25,1.0,0.1,0.1,0.5,3606583550409695621,3,0,0,0,1,0,0,0,1,3
100,1,5,3.0,25,1.0,0.1,0.1,0.99,3606583550409695621,3,0,0,0,1,0,0,0,1,5
100,1,5,3.0,25,1.0,0.1,0.9,0.5,3606583550409695621,3,0,0,0,1,0,0,0,1,3
100,1,5,3.0,25,1.0,0.1,0.9,0.99,3606583550409695621,3,0,0,0,1,0,0,0,1,5
100,1,5,3.0,25,1.0,0.9,0.1,0.5,3606583550409695621,3,0,0,0,1,0,0,0,1,10
100,1,5,3.0,25,1.0,0.9,0.1,0.99,3606583550409695621,3,0,0,0,1,0,0,0,1,10
100,1,5,3.0,25,1.0,0.9,0.9,0.5,3606583550409695621,2,1,0,0,1,0,0,0,1,13
100,1,5,3.0,25,1.0,0.9,0.9,0.99,3606583550409695621,3,0,0,0,1,0,0,0,1,12
100,1,5,3.0,50,0.1,0.1,0.1,0.5,3606583550409695621,3,0,0,0,1,0,0,1,0,7
100,1,5,3.0,50,0.1,0.1,0.1,0.99,3606583550409695621,3,0,0,1,0,0,0,0,1,10
100,1,5,3.0,50,0.1,0.1,0.9,0.5,3606583550409695621,3,0,0,0,1,0,0,0,1,10
100,1,5,3.0,50,0.1,0.1,0.9,0.99,3606583550409695621,3,0,0,1,0,0,0,1,0,7
100,1,5,3.0,50,0.1,0.9,0.1,0.5,3606583550409695621,3,0,0,0,1,0,0,0,1,14
100,1,5,3.0,50,0.1,0.9,0.1,0.99,3606583550409695621,3,0,0,0,1,0,0,1,0,19
100,1,5,3.0,50,0.1,0.9,0.9,0.5,3606583550409695621,1,2,0,0,1,0,0,1,0,20
100,1,5,3.0,50,0.1,0.9,0.9,0.99,3606583550409695621,3,0,0,0,1,0,0,0,1,16
100,1,5,3.0,50,1.0,0.1,0.1,0.5,3606583550409695621,3,0,0,0,1,0,0,0,1,5
100,1,5,3.0,50,1.0,0.1,0.1,0.99,3606583550409695621,3,0,0,0,1,0,0,0,1,7
100,1,5,3.0,50,1.0,0.1,0.9,0.5,3606583550409695621,3,0,0,0,1,0,0,0,1,6
100,1,5,3.0,50,1.0,0.1,0.9,0.99,3606583550409695621,3,0,0,0,1,0,0,0,1,8
100,1,5,3.0,50,1.0,0.9,0.1,0.5,3606583550409695621,3,0,0,0,1,0,0,0,1,14
100,1,5,3.0,50,1.0,0.9,0.1,0.99,3606583550409695621,3,0,0,0,1,0,0,0,1,12
100,1,5,3.0,50,1.0,0.9,0.9,0.5,3606583550409695621,2,1,0,0,1,0,0,1,0,13
100,1,5,3.0,50,1.0,0.9,0.9,0.99,3606583550409695621,1,2,0,0,1,0,0,1,0,14
100,1,5,3.0,100,0.1,0.1,0.1,0.5,3606583550409695621,3,0,0,0,1,0,0,0,1,10
100,1,5,3.0,100,0.1,0.1,0.1,0.99,3606583550409695621,3,0,0,0,1,0,0,0,1,12
100,1,5,3.0,100,0.1,0.1,0.9,0.5,3606583550409695621,3,0,0,0,1,0,0,0,1,9
100,1,5,3.0,100,0.1,0.1,0.9,0.99,3606583550409695621,3,0,0,0,1,0,0,0,1,9
100,1,5,3.0,100,0.1,0.9,0.1,0.5,3606583550409695621,3,0,0,0,1,0,0,0,1,26
100,1,5,3.0,100,0.1,0.9,0.1,0.99,3606583550409695621,3,0,0,1,0,0,0,0,1,21
100,1,5,3.0,100,0.1,0.9,0.9,0.5,3606583550409695621,0,3,0,0,1,0,0,1,0,21
100,1,5,3.0,100,0.1,0.9,0.9,0.99,3606583550409695621,0,3,0,0,1,0,0,1,0,25
100,1,5,3.0,100,1.0,0.1,0.1,0.5,3606583550409695621,3,0,0,0,1,0,0,0,1,7
100,1,5,3.0,100,1.0,0.1,0.1,0.99,3606583550409695621,3,0,0,0,1,0,0,0,1,4
100,1,5,3.0,100,1.0,0.1,0.9,0.5,3606583550409695621,3,0,0,0,1,0,0,0,1,4
100,1,5,3.0,100,1.0,0.1,0.9,0.99,3606583550409695621,3,0,0,0,1,0,0,0,1,9
100,1,5,3.0,100,1.0,0.9,0.1,0.5,3606583550409695621,3,0,0,0,1,0,0,0,1,19
100,1,5,3.0,100,1.0,0.9,0.1,0.99,3606583550409695621,3,0,0,0,1,0,0,0,1,17
100,1,5,3.0,100,1.0,0.9,0.9,0.5,3606583550409695621,2,1,0,0,1,0,0,1,0,19
100,1,5,3.0,100,1.0,0.9,0.9,0.99,3606583550409695621,2,1,0,0,1,0,0,0,1,17
100,1,5,3.0,500,0.1,0.1,0.1,0.5,3606583550409695621,3,0,0,0,1,0,0,1,0,27
100,1,5,3.0,500,0.1,0.1,0.1,0.99,3606583550409695621,3,0,0,0,1,0,0,1,0,23
100,1,5,3.0,500,0.1,0.1,0.9,0.5,3606583550409695621,3,0,0,0,1,0,0,1,0,21
100,1,5,3.0,500,0.1,0.1,0.9,0.99,3606583550409695621,3,0,0,0,1,0,0,1,0,18
100,1,5,3.0,500,0.1,0.9,0.1,0.5,3606583550409695621,3,0,0,0,1,0,0,0,1,50
100,1,5,3.0,500,0.1,0.9,0.1,0.99,3606583550409695621,3,0,0,0,1,0,0,0,1,44
100,1,5,3.0,500,0.1,0.9,0.9,0.5,3606583550409695621,2,1,0,0,1,0,0,0,1,37
100,1,5,3.0,500,0.1,0.9,0.9,0.99,3606583550409695621,3,0,0,0,1,0,0,1,0,42
100,1,5,3.0,500,1.0,0.1,0.1,0.5,3606583550409695621,3,0,0,0,1,0,0,0,1,13
100,1,5,3.0,500,1.0,0.1,0.1,0.99,3606583550409695621,3,0,0,0,1,0,0,0,1,12
100,1,5,3.0,500,1.0,0.1,0.9,0.5,3606583550409695621,3,0,0,0,1,0,0,0,1,12
100,1,5,3.0,500,1.0,0.1,0.9,0.99,3606583550409695621,3,0,0,0,1,0,0,0,1,11
100,1,5,3.0,500,1.0,0.9,0.1,0.5,3606583550409695621,3,0,0,0,1,0,0,0,1,29
100,1,5,3.0,500,1.0,0.9,0.1,0.99,3606583550409695621,3,0,0,1,0,0,0,0,1,25
100,1,5,3.0,500,1.0,0.9,0.9,0.5,3606583550409695621,2,1,0,0,1,0,0,0,1,31
100,1,5,3.0,500,1.0,0.9,0.9,0.99,3606583550409695621,3,0,0,0,1,0,0,0,1,29
100,1,5,0.1,25,0.1,0.1,0.1,0.5,4755554632967398470,1,1,0,1,0,0,0,2,0,15
100,1,5,0.1,25,0.1,0.1,0.1,0.99,4755554632967398470,2,0,0,1,0,0,1,1,0,13
100,1,5,0.1,25,0.1,0.1,0.9,0.5,4755554632967398470,0,2,0,1,0,0,1,1,0,16
100,1,5,0.1,25,0.1,0.1,0.9,0.99,4755554632967398470,2,0,0,1,0,0,1,1,0,15
100,1,5,0.1,25,0.1,0.9,0.1,0.5,4755554632967398470,1,1,0,1,0,0,1,1,0,18
100,1,5,0.1,25,0.1,0.9,0.1,0.99,4755554632967398470,2,0,0,1,0,0,2,0,0,18
100,1,5,0.1,25,0.1,0.9,0.9,0.5,4755554632967398470,1,1,0,0,1,0,0,2,0,19
100,1,5,0.1,25,0.1,0.9,0.9,0.99,4755554632967398470,0,2,0,1,0,0,0,2,0,17
100,1,5,0.1,25,1.0,0.1,0.1,0.5,4755554632967398470,2,0,0,0,1,0,0,0,2,3
100,1,5,0.1,25,1.0,0.1,0.1,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,6
100,1,5,0.1,25,1.0,0.1,0.9,0.5,4755554632967398470,2,0,0,0,1,0,0,0,2,3
100,1,5,0.1,25,1.0,0.1,0.9,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,5
100,1,5,0.1,25,1.0,0.9,0.1,0.5,4755554632967398470,2,0,0,0,1,0,0,0,2,12
100,1,5,0.1,25,1.0,0.9,0.1,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,11
100,1,5,0.1,25,1.0,0.9,0.9,0.5,4755554632967398470,0,2,0,1,0,0,0,1,1,9
100,1,5,0.1,25,1.0,0.9,0.9,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,11
100,1,5,0.1,50,0.1,0.1,0.1,0.5,4755554632967398470,2,0,0,0,1,0,0,2,0,23
100,1,5,0.1,50,0.1,0.1,0.1,0.99,4755554632967398470,0,2,0,1,0,0,1,1,0,25
100,1,5,0.1,50,0.1,0.1,0.9,0.5,4755554632967398470,2,0,0,1,0,0,1,1,0,16
100,1,5,0.1,50,0.1,0.1,0.9,0.99,4755554632967398470,0,2,0,1,0,0,2,0,0,20
100,1,5,0.1,50,0.1,0.9,0.1,0.5,4755554632967398470,2,0,0,1,0,0,0,2,0,34
100,1,5,0.1,50,0.1,0.9,0.1,0.99,4755554632967398470,1,1,0,1,0,0,0,2,0,29
100,1,5,0.1,50,0.1,0.9,0.9,0.5,4755554632967398470,0,2,0,0,1,0,0,2,0,30
100,1,5,0.1,50,0.1,0.9,0.9,0.99,4755554632967398470,0,2,0,0,1,0,1,1,0,27
100,1,5,0.1,50,1.0,0.1,0.1,0.5,4755554632967398470,2,0,0,0,1,0,0,0,2,4
100,1,5,0.1,50,1.0,0.1,0.1,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,5
100,1,5,0.1,50,1.0,0.1,0.9,0.5,4755554632967398470,2,0,0,0,1,0,0,0,2,4
100,1,5,0.1,50,1.0,0.1,0.9,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,7
100,1,5,0.1,50,1.0,0.9,0.1,0.5,4755554632967398470,2,0,0,1,0,0,0,0,2,14
100,1,5,0.1,50,1.0,0.9,0.1,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,16
100,1,5,0.1,50,1.0,0.9,0.9,0.5,4755554632967398470,1,1,0,0,1,0,0,0,2,14
100,1,5,0.1,50,1.0,0.9,0.9,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,17
100,1,5,0.1,100,0.1,0.1,0.1,0.5,4755554632967398470,1,1,0,1,0,0,0,2,0,27
100,1,5,0.1,100,0.1,0.1,0.1,0.99,4755554632967398470,2,0,0,1,0,0,1,1,0,29
100,1,5,0.1,100,0.1,0.1,0.9,0.5,4755554632967398470,1,1,0,0,1,0,0,2,0,29
100,1,5,0.1,100,0.1,0.1,0.9,0.99,4755554632967398470,1,1,0,1,0,0,1,1,0,27
100,1,5,0.1,100,0.1,0.9,0.1,0.5,4755554632967398470,1,1,0,0,1,0,0,2,0,52
100,1,5,0.1,100,0.1,0.9,0.1,0.99,4755554632967398470,2,0,0,1,0,0,0,2,0,51
100,1,5,0.1,100,0.1,0.9,0.9,0.5,4755554632967398470,0,2,0,0,1,0,0,2,0,39
100,1,5,0.1,100,0.1,0.9,0.9,0.99,4755554632967398470,1,1,0,0,1,0,1,1,0,37
100,1,5,0.1,100,1.0,0.1,0.1,0.5,4755554632967398470,2,0,0,0,1,0,0,0,2,9
100,1,5,0.1,100,1.0,0.1,0.1,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,7
100,1,5,0.1,100,1.0,0.1,0.9,0.5,4755554632967398470,2,0,0,0,1,0,0,0,2,5
100,1,5,0.1,100,1.0,0.1,0.9,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,5
100,1,5,0.1,100,1.0,0.9,0.1,0.5,4755554632967398470,2,0,0,0,1,0,0,0,2,15
100,1,5,0.1,100,1.0,0.9,0.1,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,15
100,1,5,0.1,100,1.0,0.9,0.9,0.5,4755554632967398470,2,0,0,0,1,0,0,0,2,18
100,1,5,0.1,100,1.0,0.9,0.9,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,22
100,1,5,0.1,500,0.1,0.1,0.1,0.5,4755554632967398470,1,1,0,1,0,0,0,2,0,45
100,1,5,0.1,500,0.1,0.1,0.1,0.99,4755554632967398470,2,0,0,1,0,0,0,2,0,52
100,1,5,0.1,500,0.1,0.1,0.9,0.5,4755554632967398470,1,1,0,0,1,0,0,2,0,47
100,1,5,0.1,500,0.1,0.1,0.9,0.99,4755554632967398470,2,0,0,0,1,0,1,1,0,40
100,1,5,0.1,500,0.1,0.9,0.1,0.5,4755554632967398470,2,0,0,1,0,0,1,1,0,116
100,1,5,0.1,500,0.1,0.9,0.1,0.99,4755554632967398470,1,1,0,0,1,0,0,2,0,118
100,1,5,0.1,500,0.1,0.9,0.9,0.5,4755554632967398470,0,2,0,0,1,0,0,2,0,61
100,1,5,0.1,500,0.1,0.9,0.9,0.99,4755554632967398470,0,2,0,0,1,0,0,2,0,67
100,1,5,0.1,500,1.0,0.1,0.1,0.5,4755554632967398470,2,0,0,0,1,0,0,0,2,12
100,1,5,0.1,500,1.0,0.1,0.1,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,14
100,1,5,0.1,500,1.0,0.1,0.9,0.5,4755554632967398470,2,0,0,0,1,0,0,0,2,12
100,1,5,0.1,500,1.0,0.1,0.9,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,9
100,1,5,0.1,500,1.0,0.9,0.1,0.5,4755554632967398470,2,0,0,0,1,0,0,0,2,29
100,1,5,0.1,500,1.0,0.9,0.1,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,26
100,1,5,0.1,500,1.0,0.9,0.9,0.5,4755554632967398470,2,0,0,0,1,0,0,0,2,28
100,1,5,0.1,500,1.0,0.9,0.9,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,31
100,1,5,3.0,25,0.1,0.1,0.1,0.5,4755554632967398470,2,0,0,1,0,0,0,0,2,10
100,1,5,3.0,25,0.1,0.1,0.1,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,7
100,1,5,3.0,25,0.1,0.1,0.9,0.5,4755554632967398470,2,0,0,0,1,0,0,0,2,7
100,1,5,3.0,25,0.1,0.1,0.9,0.99,4755554632967398470,2,0,0,1,0,0,0,1,1,8
100,1,5,3.0,25,0.1,0.9,0.1,0.5,4755554632967398470,2,0,0,0,1,0,0,0,2,13
100,1,5,3.0,25,0.1,0.9,0.1,0.99,4755554632967398470,2,0,0,1,0,0,0,0,2,14
100,1,5,3.0,25,0.1,0.9,0.9,0.5,4755554632967398470,0,2,0,0,1,0,0,2,0,14
100,1,5,3.0,25,0.1,0.9,0.9,0.99,4755554632967398470,2,0,0,0,1,0,0,1,1,12
100,1,5,3.0,25,1.0,0.1,0.1,0.5,4755554632967398470,2,0,0,0,1,0,0,0,2,5
100,1,5,3.0,25,1.0,0.1,0.1,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,3
100,1,5,3.0,25,1.0,0.1,0.9,0.5,4755554632967398470,2,0,0,0,1,0,0,0,2,5
100,1,5,3.0,25,1.0,0.1,0.9,0.99,4755554632967398470,2,0,0,1,0,0,0,0,2,3
100,1,5,3.0,25,1.0,0.9,0.1,0.5,4755554632967398470,2,0,0,1,0,0,0,0,2,10
100,1,5,3.0,25,1.0,0.9,0.1,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,9
100,1,5,3.0,25,1.0,0.9,0.9,0.5,4755554632967398470,0,2,0,0,1,0,0,1,1,8
100,1,5,3.0,25,1.0,0.9,0.9,0.99,4755554632967398470,2,0,0,0,1,0,0,2,0,12
100,1,5,3.0,50,0.1,0.1,0.1,0.5,4755554632967398470,2,0,0,1,0,0,0,1,1,14
100,1,5,3.0,50,0.1,0.1,0.1,0.99,4755554632967398470,2,0,0,1,0,0,0,0,2,8
100,1,5,3.0,50,0.1,0.1,0.9,0.5,4755554632967398470,2,0,0,0,1,0,0,0,2,11
100,1,5,3.0,50,0.1,0.1,0.9,0.99,4755554632967398470,2,0,0,1,0,0,0,1,1,12
100,1,5,3.0,50,0.1,0.9,0.1,0.5,4755554632967398470,2,0,0,1,0,0,0,0,2,22
100,1,5,3.0,50,0.1,0.9,0.1,0.99,4755554632967398470,2,0,0,1,0,0,0,0,2,17
100,1,5,3.0,50,0.1,0.9,0.9,0.5,4755554632967398470,1,1,0,0,1,0,0,2,0,18
100,1,5,3.0,50,0.1,0.9,0.9,0.99,4755554632967398470,2,0,0,0,1,0,0,1,1,21
100,1,5,3.0,50,1.0,0.1,0.1,0.5,4755554632967398470,2,0,0,0,1,0,0,0,2,3
100,1,5,3.0,50,1.0,0.1,0.1,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,6
100,1,5,3.0,50,1.0,0.1,0.9,0.5,4755554632967398470,2,0,0,0,1,0,0,0,2,4
100,1,5,3.0,50,1.0,0.1,0.9,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,5
100,1,5,3.0,50,1.0,0.9,0.1,0.5,4755554632967398470,2,0,0,0,1,0,0,0,2,14
100,1,5,3.0,50,1.0,0.9,0.1,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,11
100,1,5,3.0,50,1.0,0.9,0.9,0.5,4755554632967398470,1,1,0,0,1,0,0,0,2,18
100,1,5,3.0,50,1.0,0.9,0.9,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,19
100,1,5,3.0,100,0.1,0.1,0.1,0.5,4755554632967398470,2,0,0,0,1,0,0,1,1,14
100,1,5,3.0,100,0.1,0.1,0.1,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,16
100,1,5,3.0,100,0.1,0.1,0.9,0.5,4755554632967398470,2,0,0,0,1,0,0,1,1,10
100,1,5,3.0,100,0.1,0.1,0.9,0.99,4755554632967398470,2,0,0,0,1,0,0,1,1,15
100,1,5,3.0,100,0.1,0.9,0.1,0.5,4755554632967398470,2,0,0,1,0,0,0,0,2,26
100,1,5,3.0,100,0.1,0.9,0.1,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,25
100,1,5,3.0,100,0.1,0.9,0.9,0.5,4755554632967398470,1,1,0,0,1,0,0,2,0,30
100,1,5,3.0,100,0.1,0.9,0.9,0.99,4755554632967398470,1,1,0,0,1,0,0,2,0,28
100,1,5,3.0,100,1.0,0.1,0.1,0.5,4755554632967398470,2,0,0,0,1,0,0,0,2,4
100,1,5,3.0,100,1.0,0.1,0.1,0.99,4755554632967398470,2,0,0,1,0,0,0,0,2,5
100,1,5,3.0,100,1.0,0.1,0.9,0.5,4755554632967398470,2,0,0,0,1,0,0,0,2,5
100,1,5,3.0,100,1.0,0.1,0.9,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,6
100,1,5,3.0,100,1.0,0.9,0.1,0.5,4755554632967398470,2,0,0,1,0,0,0,0,2,15
100,1,5,3.0,100,1.0,0.9,0.1,0.99,4755554632967398470,2,0,0,1,0,0,0,0,2,19
100,1,5,3.0,100,1.0,0.9,0.9,0.5,4755554632967398470,2,0,0,0,1,0,0,1,1,19
100,1,5,3.0,100,1.0,0.9,0.9,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,16
100,1,5,3.0,500,0.1,0.1,0.1,0.5,4755554632967398470,2,0,0,0,1,0,0,0,2,26
100,1,5,3.0,500,0.1,0.1,0.1,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,24
100,1,5,3.0,500,0.1,0.1,0.9,0.5,4755554632967398470,2,0,0,0,1,0,0,0,2,26
100,1,5,3.0,500,0.1,0.1,0.9,0.99,4755554632967398470,2,0,0,0,1,0,0,1,1,26
100,1,5,3.0,500,0.1,0.9,0.1,0.5,4755554632967398470,2,0,0,1,0,0,0,0,2,61
100,1,5,3.0,500,0.1,0.9,0.1,0.99,4755554632967398470,2,0,0,0,1,0,0,0,2,54
