numActors,numObservers,numNorms,flatness,lifetime,sanctionRate,probIgnorance,propMissing,sensorReliability,masterSeed,ff,fp,fo,pf,pp,po,of,op,oo,sizeFocalSet
100,1,10,3.0,50,1.0,0.1,0.1,0.99,-8791893940311850947,4,0,0,1,2,0,0,0,3,12
100,1,10,3.0,100,1.0,0.1,0.1,0.99,-8791893940311850947,4,0,0,1,2,0,0,0,3,15
100,1,10,3.0,200,1.0,0.1,0.1,0.99,-8791893940311850947,4,0,0,0,3,0,0,0,3,22
100,1,12,3.0,25,1.0,0.1,0.1,0.99,-8791893940311850947,5,0,0,1,2,0,0,0,4,11
100,1,12,3.0,50,1.0,0.1,0.1,0.99,-8791893940311850947,5,0,0,0,3,0,0,0,4,11
100,1,12,3.0,100,1.0,0.1,0.1,0.99,-8791893940311850947,5,0,0,2,1,0,0,0,4,19
100,1,12,3.0,200,1.0,0.1,0.1,0.99,-8791893940311850947,5,0,0,2,1,0,0,0,4,23
100,1,3,3.0,25,1.0,0.1,0.1,0.99,-8927635637417120963,0,0,0,0,1,0,0,0,2,4
100,1,3,3.0,50,1.0,0.1,0.1,0.99,-8927635637417120963,0,0,0,0,1,0,0,0,2,4
100,1,3,3.0,100,1.0,0.1,0.1,0.99,-8927635637417120963,0,0,0,0,1,0,0,0,2,8
100,1,3,3.0,200,1.0,0.1,0.1,0.99,-8927635637417120963,0,0,0,0,1,0,0,0,2,6
100,1,5,3.0,25,1.0,0.1,0.1,0.99,-8927635637417120963,0,0,0,0,1,0,0,0,4,4
100,1,5,3.0,50,1.0,0.1,0.1,0.99,-8927635637417120963,0,0,0,0,1,0,0,0,4,5
100,1,5,3.0,100,1.0,0.1,0.1,0.99,-8927635637417120963,0,0,0,0,1,0,0,0,4,5
100,1,5,3.0,200,1.0,0.1,0.1,0.99,-8927635637417120963,0,0,0,0,1,0,0,0,4,8
100,1,10,3.0,25,1.0,0.1,0.1,0.99,-8927635637417120963,1,0,0,3,1,0,0,0,5,14
100,1,10,3.0,50,1.0,0.1,0.1,0.99,-8927635637417120963,1,0,0,2,2,0,0,0,5,19
100,1,10,3.0,100,1.0,0.1,0.1,0.99,-8927635637417120963,1,0,0,2,2,0,0,0,5,20
100,1,10,3.0,200,1.0,0.1,0.1,0.99,-8927635637417120963,1,0,0,3,1,0,0,0,5,31
100,1,12,3.0,25,1.0,0.1,0.1,0.99,-8927635637417120963,3,0,0,3,1,0,0,0,5,10
100,1,12,3.0,50,1.0,0.1,0.1,0.99,-8927635637417120963,3,0,0,3,1,0,0,0,5,14
100,1,12,3.0,100,1.0,0.1,0.1,0.99,-8927635637417120963,3,0,0,3,1,0,0,0,5,23
100,1,12,3.0,200,1.0,0.1,0.1,0.99,-8927635637417120963,3,0,0,2,2,0,0,0,5,28
100,1,3,3.0,25,1.0,0.1,0.1,0.99,7054459371990757695,2,0,0,0,0,0,0,0,1,2
100,1,3,3.0,50,1.0,0.1,0.1,0.99,7054459371990757695,2,0,0,0,0,0,0,0,1,4
100,1,3,3.0,100,1.0,0.1,0.1,0.99,7054459371990757695,2,0,0,0,0,0,0,0,1,3
100,1,3,3.0,200,1.0,0.1,0.1,0.99,7054459371990757695,2,0,0,0,0,0,0,0,1,4
100,1,5,3.0,25,1.0,0.1,0.1,0.99,7054459371990757695,2,0,0,0,2,0,0,0,1,7
100,1,5,3.0,50,1.0,0.1,0.1,0.99,7054459371990757695,2,0,0,0,2,0,0,0,1,7
100,1,5,3.0,100,1.0,0.1,0.1,0.99,7054459371990757695,2,0,0,0,2,0,0,0,1,7
100,1,5,3.0,200,1.0,0.1,0.1,0.99,7054459371990757695,2,0,0,0,2,0,0,0,1,10
100,1,10,3.0,25,1.0,0.1,0.1,0.99,7054459371990757695,4,0,0,2,2,0,0,0,2,15
100,1,10,3.0,50,1.0,0.1,0.1,0.99,7054459371990757695,4,0,0,3,1,0,0,0,2,13
100,1,10,3.0,100,1.0,0.1,0.1,0.99,7054459371990757695,4,0,0,3,1,0,0,0,2,23
100,1,10,3.0,200,1.0,0.1,0.1,0.99,7054459371990757695,4,0,0,3,1,0,0,0,2,26
100,1,12,3.0,25,1.0,0.1,0.1,0.99,7054459371990757695,4,0,0,2,3,0,0,0,3,11
100,1,12,3.0,50,1.0,0.1,0.1,0.99,7054459371990757695,4,0,0,2,3,0,0,0,3,21
100,1,12,3.0,100,1.0,0.1,0.1,0.99,7054459371990757695,4,0,0,2,3,0,0,0,3,31
100,1,12,3.0,200,1.0,0.1,0.1,0.99,7054459371990757695,4,0,0,3,2,0,0,0,3,47
100,1,3,3.0,25,1.0,0.1,0.1,0.99,-8966676054401601501,3,0,0,0,0,0,0,0,0,2
100,1,3,3.0,50,1.0,0.1,0.1,0.99,-8966676054401601501,3,0,0,0,0,0,0,0,0,4
100,1,3,3.0,100,1.0,0.1,0.1,0.99,-8966676054401601501,3,0,0,0,0,0,0,0,0,2
100,1,3,3.0,200,1.0,0.1,0.1,0.99,-8966676054401601501,3,0,0,0,0,0,0,0,0,7
100,1,5,3.0,25,1.0,0.1,0.1,0.99,-8966676054401601501,3,0,0,0,0,0,0,0,2,2
100,1,5,3.0,50,1.0,0.1,0.1,0.99,-8966676054401601501,3,0,0,0,0,0,0,0,2,4
100,1,5,3.0,100,1.0,0.1,0.1,0.99,-8966676054401601501,3,0,0,0,0,0,0,0,2,5
100,1,5,3.0,200,1.0,0.1,0.1,0.99,-8966676054401601501,3,0,0,0,0,0,0,0,2,7
100,1,10,3.0,25,1.0,0.1,0.1,0.99,-8966676054401601501,4,0,0,0,2,0,0,0,4,7
100,1,10,3.0,50,1.0,0.1,0.1,0.99,-8966676054401601501,4,0,0,2,0,0,0,0,4,9
100,1,10,3.0,100,1.0,0.1,0.1,0.99,-8966676054401601501,4,0,0,1,1,0,0,0,4,8
100,1,10,3.0,200,1.0,0.1,0.1,0.99,-8966676054401601501,4,0,0,1,1,0,0,0,4,14
100,1,12,3.0,25,1.0,0.1,0.1,0.99,-8966676054401601501,5,0,0,1,1,0,0,0,5,8
100,1,12,3.0,50,1.0,0.1,0.1,0.99,-8966676054401601501,5,0,0,0,2,0,0,0,5,7
100,1,12,3.0,100,1.0,0.1,0.1,0.99,-8966676054401601501,5,0,0,2,0,0,0,0,5,11
100,1,12,3.0,200,1.0,0.1,0.1,0.99,-8966676054401601501,5,0,0,0,2,0,0,0,5,18
100,1,3,3.0,25,1.0,0.1,0.1,0.99,1378127816234831858,1,0,0,0,0,0,0,0,2,2
100,1,3,3.0,50,1.0,0.1,0.1,0.99,1378127816234831858,1,0,0,0,0,0,0,0,2,4
100,1,3,3.0,100,1.0,0.1,0.1,0.99,1378127816234831858,1,0,0,0,0,0,0,0,2,3
100,1,3,3.0,200,1.0,0.1,0.1,0.99,1378127816234831858,1,0,0,0,0,0,0,0,2,6
100,1,5,3.0,25,1.0,0.1,0.1,0.99,1378127816234831858,2,0,0,1,0,0,0,0,2,4
100,1,5,3.0,50,1.0,0.1,0.1,0.99,1378127816234831858,2,0,0,0,1,0,0,0,2,5
100,1,5,3.0,100,1.0,0.1,0.1,0.99,1378127816234831858,2,0,0,0,1,0,0,0,2,5
100,1,5,3.0,200,1.0,0.1,0.1,0.99,1378127816234831858,2,0,0,0,1,0,0,0,2,13
100,1,10,3.0,25,1.0,0.1,0.1,0.99,1378127816234831858,2,0,0,1,2,0,0,0,5,8
100,1,10,3.0,50,1.0,0.1,0.1,0.99,1378127816234831858,2,0,0,1,2,0,0,0,5,10
100,1,10,3.0,100,1.0,0.1,0.1,0.99,1378127816234831858,2,0,0,1,2,0,0,0,5,20
100,1,10,3.0,200,1.0,0.1,0.1,0.99,1378127816234831858,2,0,0,0,3,0,0,0,5,22
100,1,12,3.0,25,1.0,0.1,0.1,0.99,1378127816234831858,2,0,0,3,2,0,0,0,5,14
100,1,12,3.0,50,1.0,0.1,0.1,0.99,1378127816234831858,2,0,0,3,2,0,0,0,5,21
100,1,12,3.0,100,1.0,0.1,0.1,0.99,1378127816234831858,2,0,0,3,2,0,0,0,5,31
100,1,12,3.0,200,1.0,0.1,0.1,0.99,1378127816234831858,2,0,0,3,2,0,0,0,5,43
100,1,3,3.0,25,1.0,0.1,0.1,0.99,4633099655638940101,1,0,0,0,0,0,0,0,2,2
100,1,3,3.0,50,1.0,0.1,0.1,0.99,4633099655638940101,1,0,0,0,0,0,0,0,2,5
100,1,3,3.0,100,1.0,0.1,0.1,0.99,4633099655638940101,1,0,0,0,0,0,0,0,2,4
100,1,3,3.0,200,1.0,0.1,0.1,0.99,4633099655638940101,1,0,0,0,0,0,0,0,2,5
100,1,5,3.0,25,1.0,0.1,0.1,0.99,4633099655638940101,1,0,0,0,0,0,0,0,4,2
100,1,5,3.0,50,1.0,0.1,0.1,0.99,4633099655638940101,1,0,0,0,0,0,0,0,4,5
100,1,5,3.0,100,1.0,0.1,0.1,0.99,4633099655638940101,1,0,0,0,0,0,0,0,4,6
100,1,5,3.0,200,1.0,0.1,0.1,0.99,4633099655638940101,1,0,0,0,0,0,0,0,4,4
100,1,10,3.0,25,1.0,0.1,0.1,0.99,4633099655638940101,2,0,0,1,2,0,0,0,5,8
100,1,10,3.0,50,1.0,0.1,0.1,0.99,4633099655638940101,2,0,0,2,1,0,0,0,5,13
100,1,10,3.0,100,1.0,0.1,0.1,0.99,4633099655638940101,2,0,0,2,1,0,0,0,5,12
100,1,10,3.0,200,1.0,0.1,0.1,0.99,4633099655638940101,2,0,0,3,0,0,0,0,5,24
100,1,12,3.0,25,1.0,0.1,0.1,0.99,4633099655638940101,2,0,0,4,1,0,0,0,5,13
100,1,12,3.0,50,1.0,0.1,0.1,0.99,4633099655638940101,2,0,0,5,0,0,0,0,5,24
100,1,12,3.0,100,1.0,0.1,0.1,0.99,4633099655638940101,2,0,0,3,2,0,0,0,5,34
100,1,12,3.0,200,1.0,0.1,0.1,0.99,4633099655638940101,2,0,0,3,2,0,0,0,5,41
100,1,3,3.0,25,1.0,0.1,0.1,0.99,-2273165391241787320,1,0,0,0,1,0,0,0,1,3
100,1,3,3.0,50,1.0,0.1,0.1,0.99,-2273165391241787320,1,0,0,0,1,0,0,0,1,3
100,1,3,3.0,100,1.0,0.1,0.1,0.99,-2273165391241787320,1,0,0,0,1,0,0,0,1,5
100,1,3,3.0,200,1.0,0.1,0.1,0.99,-2273165391241787320,1,0,0,0,1,0,0,0,1,3
100,1,5,3.0,25,1.0,0.1,0.1,0.99,-2273165391241787320,2,0,0,0,2,0,0,0,1,6
100,1,5,3.0,50,1.0,0.1,0.1,0.99,-2273165391241787320,2,0,0,0,2,0,0,0,1,10
100,1,5,3.0,100,1.0,0.1,0.1,0.99,-2273165391241787320,2,0,0,0,2,0,0,0,1,7
100,1,5,3.0,200,1.0,0.1,0.1,0.99,-2273165391241787320,2,0,0,0,2,0,0,0,1,9
100,1,10,3.0,25,1.0,0.1,0.1,0.99,-2273165391241787320,4,0,0,3,1,0,0,0,2,14
100,1,10,3.0,50,1.0,0.1,0.1,0.99,-2273165391241787320,4,0,0,4,0,0,0,0,2,19
100,1,10,3.0,100,1.0,0.1,0.1,0.99,-2273165391241787320,4,0,0,1,3,0,0,0,2,21
100,1,10,3.0,200,1.0,0.1,0.1,0.99,-2273165391241787320,4,0,0,3,1,0,0,0,2,27
100,1,12,3.0,25,1.0,0.1,0.1,0.99,-2273165391241787320,4,0,0,3,1,0,0,0,4,10
100,1,12,3.0,50,1.0,0.1,0.1,0.99,-2273165391241787320,4,0,0,0,4,0,0,0,4,15
100,1,12,3.0,100,1.0,0.1,0.1,0.99,-2273165391241787320,4,0,0,2,2,0,0,0,4,26
100,1,12,3.0,200,1.0,0.1,0.1,0.99,-2273165391241787320,4,0,0,1,3,0,0,0,4,26
